Sentence,Words,Entity
,Geneva,B-E
,?,O
Sentence: 2887,What,O
,are,O
,the,O
,schools,B-E
,whose,O
,mascot's,B-E
,order,B-E
,(taxonomy),I-E
,is,O
,Even-toed,B-E
,ungulate,I-E
,?,O
Sentence: 2888,What,O
,is,O
,the,O
,company,B-E
,whose,O
,products,B-E
,is,O
,Boeing,B-E
,F/A-18E/F,I-E
,Super,I-E
,Hornet,I-E
,and,O
,key,B-E
,person,I-E
,is,O
,Raymond,B-E
,Conner,I-E
,?,O
Sentence: 2889,What,O
,is,O
,the,O
,relation,B-E
,of,O
,the,O
,governor,B-E
,who,O
,is,O
,the,O
,governor,B-E
,of,O
,Gabriel,B-E
,Slaughter,I-E
,?,O
Sentence: 2890,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,Uniontown,B-E
,Pennsylvania,I-E
,and,O
,Keller's,B-E
,Mill,I-E
,Covered,I-E
,Bridge,I-E
Sentence: 2891,What,O
,is,O
,the,O
,builder,B-E
,of,O
,the,O
,Delta,B-E
,III,I-E
,and,O
,Space,B-E
,Shuttle,I-E
Sentence: 2892,How,O
,many,O
,companies,B-E
,are,O
,there,O
,whose,O
,foundation,B-E
,place,I-E
,is,O
,Texas,B-E
,?,O
Sentence: 2893,What,O
,is,O
,the,O
,style,B-E
,of,I-E
,architecture,I-E
,of,O
,Shaheed,O
,Minar,O
,Kolkata,O
,?,O
Sentence: 2894,What,O
,is,O
,the,O
,developer,B-E
,of,O
,the,O
,Go,B-E
,(programming,I-E
,language),I-E
,and,O
,predecessor,B-E
,of,O
,the,O
,X,B-E
,(company),I-E
Sentence: 2895,What,O
,is,O
,the,O
,houses,B-E
,of,O
,United,O
,States,O
,Congress,O
,?,O
Sentence: 2896,What,O
,are,O
,the,O
,companies,B-E
,whose,O
,location,B-E
,city,I-E
,is,O
,Toronto,B-E
,?,O
Sentence: 2897,What,O
,is,O
,the,O
,broadcast,B-E
,area,I-E
,of,O
,the,O
,broadcast,B-E
,networks,I-E
,whose,O
,co-founder,B-E
,is,O
,Seewoosagur,B-E
,Ramgoolam,I-E
,?,O
Sentence: 2898,What,O
,is,O
,the,O
,information,B-E
,appliance,I-E
,whose,O
,producer,B-E
,(of,I-E
,product),I-E
,is,O
,Foxconn,B-E
,and,O
,os,B-E
,is,O
,PlayStation,B-E
,3,I-E
,system,I-E
,software,I-E
,?,O
Sentence: 2899,List,O
,the,O
,name,B-E
,of,O
,the,O
,soccer,B-E
,club,I-E
,seasons,I-E
,whose,O
,chairman,B-E
,is,O
,Patrcia,B-E
,Amorim,I-E
,.,O
Sentence: 2900,What,O
,is,O
,the,O
,architect,B-E
,of,O
,the,O
,stadia,B-E
,whose,O
,operator,B-E
,is,O
,Bradenton,B-E
,Florida,I-E
,?,O
Sentence: 2901,What,O
,is,O
,the,O
,operated,B-E
,by,I-E
,of,O
,South,O
,Side,O
,Elevated,O
,Railroad,O
,?,O
Sentence: 2902,What,O
,are,O
,the,O
,companies,B-E
,whose,O
,foundation,B-E
,place,I-E
,is,O
,Texas,B-E
,?,O
Sentence: 2903,What,O
,is,O
,the,O
,time,B-E
,zone,I-E
,of,O
,Khok,O
,Kwang,O
,?,O
Sentence: 2904,What,O
,is,O
,the,O
,directed,B-E
,by,I-E
,of,O
,the,O
,albums,B-E
,whose,O
,recorded,B-E
,in,I-E
,is,O
,Anaheim,B-E
,California,I-E
,?,O
Sentence: 2905,Who,O
,is,O
,the,O
,person,B-E
,whose,O
,parents,B-E
,are,O
,Saint,B-E
,Joseph,I-E
,and,O
,Mary,B-E
,(mother,I-E
,of,I-E
,Jesus),I-E
,?,O
Sentence: 2906,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,award,B-E
,of,O
,the,O
,artists,B-E
,whose,O
,training,B-E
,is,O
,University,B-E
,of,I-E
,Melbourne,I-E
,Faculty,I-E
,of,I-E
,VCA,I-E
,and,I-E
,MCM,I-E
,?,O
Sentence: 2907,What,O
,is,O
,the,O
,current,B-E
,team,I-E
,of,O
,the,O
,Avalon,B-E
,Biddle,I-E
,and,O
,John,B-E
,McGuinness,I-E
,(motorcycle,I-E
,racer),I-E
Sentence: 2908,What,O
,is,O
,the,O
,result,B-E
,of,O
,the,O
,GazaIsrael,B-E
,conflict,I-E
,and,O
,place,B-E
,of,O
,the,O
,Qaqun,B-E
Sentence: 2909,What,O
,is,O
,the,O
,country,B-E
,whose,O
,base,B-E
,currencies,I-E
,are,O
,Aureus,B-E
,and,O
,Solidus,B-E
,(coin),I-E
,?,O
Sentence: 2910,What,O
,is,O
,the,O
,military,B-E
,branch,I-E
,of,O
,Clark,O
,Daniel,O
,Stearns,O
,?,O
Sentence: 2911,Who,O
,is,O
,the,O
,opponent,B-E
,of,O
,Gervase,O
,Helwys,O
,?,O
Sentence: 2912,What,O
,is,O
,the,O
,planet,B-E
,whose,O
,discoverer,B-E
,is,O
,Johann,B-E
,Gottfried,I-E
,Galle,I-E
,and,O
,discovered,B-E
,by,I-E
,is,O
,Urbain,B-E
,Le,I-E
,Verrier,I-E
,?,O
Sentence: 2913,Is,O
,Ella,B-E
,Fitzgerald,I-E
,the,O
,associated,B-E
,band,I-E
,of,O
,Mickey,B-E
,Roker,I-E
,?,O
Sentence: 2914,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,constituencies,B-E
,are,O
,Castro,B-E
,District,I-E
,San,I-E
,Francisco,I-E
,and,O
,Haight-Ashbury,B-E
,?,O
Sentence: 2915,List,O
,the,O
,honours,B-E
,of,O
,the,O
,scientists,B-E
,whose,O
,fields,B-E
,is,O
,Immunology,B-E
,.,O
Sentence: 2916,What,O
,are,O
,the,O
,mountains,B-E
,whose,O
,located,B-E
,in,I-E
,area,I-E
,is,O
,Sequoia,B-E
,National,I-E
,Park,I-E
,?,O
Sentence: 2917,What,O
,is,O
,the,O
,college,B-E
,of,O
,the,O
,Alvin,B-E
,Bell,I-E
,and,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,Charles,B-E
,Plosser,I-E
Sentence: 2918,Who,O
,is,O
,the,O
,animator,B-E
,of,O
,the,O
,The,B-E
,Skeleton,I-E
,Dance,I-E
,and,O
,animator,B-E
,of,O
,the,O
,Tommy,B-E
,Tucker's,I-E
,Tooth,I-E
Sentence: 2919,Who,O
,is,O
,the,O
,highschool,B-E
,of,O
,Ben,O
,Wilson,O
,(American,O
,football),O
,?,O
Sentence: 2920,Is,O
,Laptev,B-E
,Sea,I-E
,the,O
,mouth,B-E
,mountain,I-E
,of,O
,Lena,B-E
,River,I-E
,?,O
Sentence: 2921,What,O
,are,O
,the,O
,books,B-E
,whose,O
,author's,B-E
,language,B-E
,is,O
,Spanish,B-E
,language,I-E
,?,O
Sentence: 2922,How,O
,many,O
,people,B-E
,are,O
,there,O
,whose,O
,place,B-E
,of,I-E
,birth,I-E
,is,O
,Long,B-E
,Island,I-E
,?,O
Sentence: 2923,List,O
,the,O
,sport,B-E
,of,O
,the,O
,schools,B-E
,whose,O
,state,B-E
,is,O
,Maharashtra,B-E
,.,O
Sentence: 2924,How,O
,many,O
,other,O
,programme,B-E
,format,I-E
,are,O
,there,O
,of,O
,the,O
,radio,B-E
,stations,I-E
,whose,O
,programme,B-E
,format,I-E
,is,O
,Classic,B-E
,rock,I-E
,?,O
Sentence: 2925,What,O
,is,O
,the,O
,college,B-E
,of,O
,Allama,O
,Matthews,O
,?,O
Sentence: 2926,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,the,O
,Funny,B-E
,Face,I-E
,(comedian),I-E
,and,O
,nationality,B-E
,of,O
,the,O
,Georgina,B-E
,Theodora,I-E
,Wood,I-E
Sentence: 2927,List,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,network's,B-E
,sister,B-E
,names,I-E
,is,O
,BBC,B-E
,Parliament,I-E
,.,O
Sentence: 2928,Give,O
,me,O
,a,O
,count,O
,of,O
,military,B-E
,people,I-E
,whose,O
,resting,B-E
,place,I-E
,is,O
,United,B-E
,States,I-E
,?,O
Sentence: 2929,Is,O
,Michael,B-E
,Schumacher,I-E
,the,O
,Pole,B-E
,driver,I-E
,of,O
,1994,B-E
,Spanish,I-E
,Grand,I-E
,Prix,I-E
,?,O
Sentence: 2930,What,O
,is,O
,the,O
,distributed,B-E
,by,I-E
,of,O
,Glover,O
,(video,O
,game),O
,?,O
Sentence: 2931,What,O
,is,O
,the,O
,part,B-E
,of,O
,the,O
,Atlantic,B-E
,Seaboard,I-E
,fall,I-E
,line,I-E
,and,O
,office,B-E
,of,O
,the,O
,Walter,B-E
,Evans,I-E
,Edge,I-E
Sentence: 2932,Is,O
,Essex,B-E
,the,O
,Ceremonial,B-E
,County,I-E
,of,O
,West,B-E
,Thurrock,I-E
,?,O
Sentence: 2933,Is,O
,Azerbaijan,B-E
,the,O
,membership,B-E
,of,O
,European,B-E
,Go,I-E
,Federation,I-E
,?,O
Sentence: 2934,What,O
,is,O
,the,O
,team,B-E
,of,O
,the,O
,Michael,B-E
,Powell,I-E
,(lacrosse),I-E
,and,O
,Ryan,B-E
,Powell,I-E
,(lacrosse),I-E
Sentence: 2935,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,network,B-E
,is,O
,Prime,B-E
,Time,I-E
,Entertainment,I-E
,Network,I-E
,?,O
Sentence: 2936,What,O
,company's,B-E
,services,B-E
,is,O
,Nintendo,B-E
,eShop,I-E
Sentence: 2937,Who,O
,is,O
,the,O
,person,B-E
,whose,O
,workplace,B-E
,is,O
,Open,B-E
,Society,I-E
,Foundations,I-E
,?,O
Sentence: 2938,List,O
,the,O
,movies,B-E
,whose,O
,music,B-E
,composer's,I-E
,associated,B-E
,acts,I-E
,is,O
,Jon,B-E
,and,I-E
,Vangelis,I-E
,.,O
Sentence: 2939,Is,O
,Abarth,B-E
,the,O
,current,B-E
,team,I-E
,of,O
,Massimo,B-E
,Liverani,I-E
,?,O
Sentence: 2940,Who,O
,is,O
,the,O
,governor,B-E
,whose,O
,order,B-E
,is,O
,Governorate,B-E
,of,I-E
,New,I-E
,Castile,I-E
,?,O
Sentence: 2941,Is,O
,Microsoft,B-E
,the,O
,content,B-E
,licence,I-E
,of,O
,MSX,B-E
,BASIC,I-E
,?,O
Sentence: 2942,Count,O
,the,O
,number,O
,of,O
,plays,B-E
,for,I-E
,of,O
,the,O
,ice,B-E
,hockey,I-E
,players,I-E
,whose,O
,position,B-E
,is,O
,Defenceman,B-E
,.,O
Sentence: 2943,List,O
,the,O
,member,B-E
,of,I-E
,sports,I-E
,team,I-E
,of,O
,the,O
,baseball,B-E
,players,I-E
,whose,O
,debutteam,B-E
,is,O
,New,B-E
,York,I-E
,Yankees,I-E
,.,O
Sentence: 2944,What,O
,is,O
,the,O
,state,B-E
,of,I-E
,origin,I-E
,of,O
,the,O
,people,B-E
,whose,O
,job,B-E
,is,O
,Cricket,B-E
,?,O
Sentence: 2945,What,O
,is,O
,the,O
,faith,B-E
,of,O
,the,O
,office,B-E
,holder,I-E
,who,O
,is,O
,the,O
,primeminister,B-E
,of,O
,Chea,B-E
,Sim,I-E
,?,O
Sentence: 2946,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,related's,B-E
,theme,B-E
,music,I-E
,composer,I-E
,is,O
,Murray,B-E
,Gold,I-E
,?,O
Sentence: 2947,What,O
,is,O
,the,O
,constituency,B-E
,of,O
,the,O
,musical,B-E
,artist,I-E
,whose,O
,POD,B-E
,is,O
,Lampedusa,B-E
,?,O
Sentence: 2948,What,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,relative's,B-E
,subsequent,B-E
,work,I-E
,is,O
,Quagmire's,B-E
,Quagmire,I-E
,?,O
Sentence: 2949,What,O
,is,O
,the,O
,Pole,B-E
,driver,I-E
,of,O
,the,O
,1997,B-E
,Canadian,I-E
,Grand,I-E
,Prix,I-E
,and,O
,pole,B-E
,driver,I-E
,of,O
,the,O
,1994,B-E
,Spanish,I-E
,Grand,I-E
,Prix,I-E
Sentence: 2950,What,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,family,B-E
,is,O
,Darth,B-E
,Vader,I-E
,and,O
,portrayer,B-E
,is,O
,Roger,B-E
,Barton,I-E
,(film,I-E
,editor),I-E
,?,O
Sentence: 2951,What,O
,is,O
,the,O
,Band,B-E
,whose,O
,former,B-E
,band,I-E
,member,I-E
,is,O
,Kevin,B-E
,Jonas,I-E
,?,O
Sentence: 2952,What,O
,is,O
,the,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,gymnast,B-E
,who,O
,is,O
,the,O
,siler,B-E
,medalist,I-E
,of,O
,Gymnastics,B-E
,at,I-E
,the,I-E
,1956,I-E
,Summer,I-E
,Olympics,I-E
,Men's,I-E
,rings,I-E
,?,O
Sentence: 2953,List,O
,the,O
,other,O
,narrated,B-E
,of,O
,the,O
,albums,B-E
,whose,O
,narrated,B-E
,is,O
,Alan,B-E
,Thicke,I-E
,.,O
Sentence: 2954,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,daughters's,B-E
,location,B-E
,of,I-E
,death,I-E
,is,O
,North,B-E
,Bend,I-E
,Ohio,I-E
,?,O
Sentence: 2955,Who,O
,is,O
,the,O
,presenter,B-E
,of,O
,Shirley,O
,Temple's,O
,Storybook,O
,?,O
Sentence: 2956,What,O
,is,O
,the,O
,POB,B-E
,of,O
,the,O
,person,B-E
,who,O
,is,O
,the,O
,film,B-E
,starring,I-E
,of,O
,Auto,B-E
,Shankar,I-E
,(film),I-E
,?,O
Sentence: 2957,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,actor,B-E
,is,O
,Companion,B-E
,(Doctor,I-E
,Who),I-E
,and,O
,created,B-E
,by,I-E
,is,O
,C.,B-E
,E.,I-E
,Webber,I-E
,?,O
Sentence: 2958,Who,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,last,B-E
,is,O
,Star,B-E
,Wars:,I-E
,Episode,I-E
,III,I-E
,Revenge,I-E
,of,I-E
,the,I-E
,Sith,I-E
,?,O
Sentence: 2959,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,prize,B-E
,awarded,I-E
,of,O
,the,O
,military,B-E
,people,I-E
,whose,O
,resting,B-E
,place,I-E
,is,O
,Glendale,B-E
,California,I-E
,?,O
Sentence: 2960,How,O
,many,O
,other,O
,tenant,B-E
,are,O
,there,O
,of,O
,the,O
,stadia,B-E
,whose,O
,tenant,B-E
,is,O
,Toronto,B-E
,Phantoms,I-E
,?,O
Sentence: 2961,What,O
,is,O
,the,O
,conflict,B-E
,of,O
,the,O
,military,B-E
,units,I-E
,whose,O
,garrison,B-E
,is,O
,Turin,B-E
,?,O
Sentence: 2962,What,O
,are,O
,the,O
,software,B-E
,whose,O
,programming,B-E
,language,I-E
,is,O
,GTK+,B-E
,?,O
Sentence: 2963,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,producer's,B-E
,POD,B-E
,is,O
,Mississippi,B-E
,?,O
Sentence: 2964,What,O
,is,O
,the,O
,birthplace,B-E
,of,O
,Ferrel,O
,Harris,O
,?,O
Sentence: 2965,Is,O
,The,B-E
,Daredevils,I-E
,the,O
,writers,B-E
,of,O
,Stan,B-E
,Lee,I-E
,?,O
Sentence: 2966,What,O
,is,O
,the,O
,sport,B-E
,of,O
,the,O
,universities,B-E
,whose,O
,president,B-E
,is,O
,Emanuel,B-E
,de,I-E
,Guzman,I-E
,?,O
Sentence: 2967,Give,O
,me,O
,a,O
,count,O
,of,O
,scientists,B-E
,whose,O
,known,B-E
,for,I-E
,is,O
,Manhattan,B-E
,Project,I-E
,?,O
Sentence: 2968,What,O
,is,O
,the,O
,architect,B-E
,of,O
,the,O
,stadia,B-E
,whose,O
,tenant,B-E
,is,O
,Oakland,B-E
,Athletics,I-E
,?,O
Sentence: 2969,Who,O
,is,O
,the,O
,producer,B-E
,of,O
,The,O
,Tenderfoot,O
,(miniseries),O
,?,O
Sentence: 2970,What,O
,is,O
,the,O
,route,B-E
,start,I-E
,of,O
,Saint,O
,Petersburg,O
,Moscow,O
,Railway,O
,?,O
Sentence: 2971,What,O
,is,O
,the,O
,sports,B-E
,league,I-E
,of,O
,Hampton,O
,Roads,O
,Rhinos,O
,?,O
Sentence: 2972,How,O
,many,O
,towns,B-E
,are,O
,there,O
,whose,O
,settlement,B-E
,type,I-E
,is,O
,Thesaban,B-E
,?,O
Sentence: 2973,What,O
,are,O
,the,O
,other,O
,broadcast,B-E
,area,I-E
,of,O
,the,O
,television,B-E
,stations,I-E
,whose,O
,broadcast,B-E
,area,I-E
,is,O
,Rodrigues,B-E
Sentence: 2974,What,O
,is,O
,the,O
,content,B-E
,license,I-E
,of,O
,the,O
,MSX,B-E
,BASIC,I-E
,and,O
,shareholder,B-E
,of,O
,the,O
,Outlook,B-E
,on,I-E
,the,I-E
,web,I-E
Sentence: 2975,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,theme,B-E
,music,I-E
,composer's,I-E
,former,B-E
,band,I-E
,member,I-E
,is,O
,Jay,B-E
,Lane,I-E
,?,O
Sentence: 2976,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,predecessor,B-E
,is,O
,Mark,B-E
,Latham,I-E
,and,O
,partner,B-E
,is,O
,Tim,B-E
,Mathieson,I-E
,?,O
Sentence: 2977,What,O
,is,O
,the,O
,newspaper,B-E
,whose,O
,language,B-E
,is,O
,Swedish,B-E
,language,I-E
,and,O
,owners,B-E
,is,O
,Schibsted,B-E
,?,O
Sentence: 2978,Is,O
,United,B-E
,Arab,I-E
,Emirates,I-E
,the,O
,first,B-E
,aired,I-E
,of,O
,Yabanc,B-E
,Damat,I-E
,?,O
Sentence: 2979,Give,O
,the,O
,total,O
,number,O
,of,O
,band,B-E
,member,I-E
,of,O
,the,O
,Bands,B-E
,whose,O
,current,B-E
,members,I-E
,is,O
,Robert,B-E
,De,I-E
,Niro,I-E
,.,O
Sentence: 2980,What,O
,is,O
,the,O
,river,B-E
,of,O
,Cohoes,O
,New,O
,York,O
,?,O
Sentence: 2981,What,O
,are,O
,the,O
,software,B-E
,whose,O
,operating,B-E
,system,I-E
,is,O
,Microsoft,B-E
,Windows,I-E
,?,O
Sentence: 2982,Who,O
,are,O
,the,O
,comics,B-E
,characters,I-E
,whose,O
,creators,B-E
,is,O
,Jerry,B-E
,Siegel,I-E
,?,O
Sentence: 2983,What,O
,is,O
,the,O
,party,B-E
,of,O
,the,O
,Manthena,B-E
,Venkata,I-E
,Raju,I-E
,and,O
,party,B-E
,of,O
,the,O
,B.,B-E
,Shiva,I-E
,Rao,I-E
Sentence: 2984,Is,O
,Philosophy,B-E
,the,O
,academic,B-E
,discipline,I-E
,of,O
,Think,B-E
,(journal),I-E
,?,O
Sentence: 2985,What,O
,is,O
,the,O
,country,B-E
,of,O
,Tokaj,O
,wine,O
,region,O
,?,O
Sentence: 2986,How,O
,many,O
,saints,B-E
,are,O
,there,O
,whose,O
,venerated,B-E
,in,I-E
,is,O
,Islam,B-E
,?,O
Sentence: 2987,What,O
,is,O
,the,O
,outflow,B-E
,of,O
,the,O
,Lake,B-E
,Uniamsi,I-E
,and,O
,lake,B-E
,inflows,I-E
,of,O
,the,O
,Cahora,B-E
,Bassa,I-E
Sentence: 2988,Give,O
,me,O
,a,O
,count,O
,of,O
,writers,B-E
,whose,O
,artistic,B-E
,genre,I-E
,is,O
,Science,B-E
,fiction,I-E
,?,O
Sentence: 2989,What,O
,is,O
,the,O
,known,B-E
,for,I-E
,of,O
,Abhijit,O
,Kunte,O
,?,O
Sentence: 2990,Who,O
,is,O
,the,O
,author,B-E
,of,O
,Karakuri,O
,Dji,O
,Ultimo,O
,?,O
Sentence: 2991,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,television,B-E
,shows,I-E
,whose,O
,network's,B-E
,sister,B-E
,names,I-E
,is,O
,BBC,B-E
,News,I-E
,(TV,I-E
,channel),I-E
,?,O
Sentence: 2992,What,O
,is,O
,the,O
,royalty,B-E
,whose,O
,parent,B-E
,is,O
,Ptolemy,B-E
,XII,I-E
,Auletes,I-E
,and,O
,wed,B-E
,is,O
,Ptolemy,B-E
,XIV,I-E
,of,I-E
,Egypt,I-E
,?,O
Sentence: 2993,What,O
,is,O
,the,O
,mascot,B-E
,of,O
,Galatasaray,O
,Handball,O
,Team,O
,?,O
Sentence: 2994,What,O
,are,O
,the,O
,Foods,B-E
,whose,O
,ingredient's,B-E
,division,B-E
,is,O
,Flowering,B-E
,plant,I-E
,?,O
Sentence: 2995,What,O
,is,O
,the,O
,Artist,B-E
,of,O
,the,O
,artworks,B-E
,whose,O
,museum,B-E
,is,O
,So,B-E
,Paulo,I-E
,Museum,I-E
,of,I-E
,Art,I-E
,?,O
Sentence: 2996,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,the,O
,handball,B-E
,player,I-E
,whose,O
,club,B-E
,is,O
,Atltico,B-E
,Petrleos,I-E
,de,I-E
,Luanda,I-E
,(handball),I-E
,?,O
Sentence: 2997,What,O
,is,O
,the,O
,ethnic,B-E
,group,I-E
,of,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,profession,B-E
,is,O
,House,B-E
,of,I-E
,Representatives,I-E
,of,I-E
,the,I-E
,Philippines,I-E
,?,O
Sentence: 2998,What,O
,is,O
,the,O
,Host,B-E
,city,I-E
,of,O
,GANEFO,O
,?,O
Sentence: 2999,What,O
,is,O
,the,O
,religion,B-E
,of,O
,the,O
,governors,B-E
,whose,O
,office,B-E
,is,O
,Bank,B-E
,of,I-E
,Thailand,I-E
,?,O
Sentence: 3000,Give,O
,the,O
,total,O
,number,O
,of,O
,owls,B-E
,whose,O
,youthclubs's,B-E
,chairman,B-E
,is,O
,Josep,B-E
,Maria,I-E
,Bartomeu,I-E
,.,O
Sentence: 3001,What,O
,is,O
,the,O
,branch,B-E
,of,O
,the,O
,Edward,B-E
,Joseph,I-E
,Schwartz,I-E
,and,O
,military,B-E
,branch,I-E
,of,O
,the,O
,John,B-E
,Tower,I-E
Sentence: 3002,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,Artist,B-E
,is,O
,Christopher,B-E
,Franke,I-E
,and,O
,network,B-E
,is,O
,TNT,B-E
,(TV,I-E
,channel),I-E
,?,O
Sentence: 3003,What,O
,is,O
,the,O
,border,B-E
,of,O
,the,O
,Shimsa,B-E
,Plateau,I-E
,and,O
,Siberia,B-E
Sentence: 3004,Is,O
,The,B-E
,Information:,I-E
,A,I-E
,History,I-E
,a,I-E
,Theory,I-E
,a,I-E
,Flood,I-E
,the,O
,previous,B-E
,work,I-E
,of,O
,Isaac,B-E
,Newton,I-E
,?,O
Sentence: 3005,What,O
,are,O
,the,O
,other,O
,pastwo,B-E
,of,O
,the,O
,companies,B-E
,whose,O
,location,B-E
,country,I-E
,is,O
,Rancho,B-E
,Cucamonga,I-E
,California,I-E
Sentence: 3006,What,O
,is,O
,the,O
,university,B-E
,whose,O
,affiliations,B-E
,is,O
,Graham,B-E
,Holdings,I-E
,Company,I-E
,and,O
,campus,B-E
,is,O
,Indiana,B-E
,?,O
Sentence: 3007,What,O
,is,O
,the,O
,medals,B-E
,of,O
,the,O
,writer,B-E
,whose,O
,ethnic,B-E
,group,I-E
,is,O
,Greeks,B-E
,?,O
Sentence: 3008,What,O
,is,O
,the,O
,nation,B-E
,of,O
,the,O
,basketball,B-E
,league,I-E
,which,O
,is,O
,the,O
,league,B-E
,of,O
,C.D.,B-E
,Primeiro,I-E
,de,I-E
,Agosto,I-E
,(basketball),I-E
,?,O
Sentence: 3009,What,O
,is,O
,the,O
,region,B-E
,of,O
,the,O
,ethnic,B-E
,group,I-E
,which,O
,is,O
,the,O
,language,B-E
,of,O
,Nebraska,B-E
,?,O
Sentence: 3010,What,O
,is,O
,the,O
,theater,B-E
,of,O
,the,O
,Roh,B-E
,Tae-woo,I-E
,and,O
,Lee,B-E
,Leffingwell,I-E
Sentence: 3011,What,O
,is,O
,the,O
,cause,B-E
,of,I-E
,death,I-E
,of,O
,the,O
,person,B-E
,whose,O
,place,B-E
,of,I-E
,birth,I-E
,is,O
,Edinburgh,B-E
,?,O
Sentence: 3012,What,O
,is,O
,the,O
,developed,B-E
,by,I-E
,of,O
,the,O
,Mac,B-E
,OS,I-E
,9,I-E
,and,O
,distributed,B-E
,by,I-E
,of,O
,the,O
,Tiny,B-E
,Tower,I-E
Sentence: 3013,What,O
,is,O
,the,O
,largest,B-E
,city,I-E
,of,O
,the,O
,country,B-E
,which,O
,is,O
,the,O
,assembly,B-E
,of,O
,Plymouth,B-E
,Savoy,I-E
,?,O
Sentence: 3014,What,O
,is,O
,the,O
,religion,B-E
,of,O
,the,O
,ethnic,B-E
,group,I-E
,which,O
,is,O
,the,O
,ethnic,B-E
,group,I-E
,of,O
,Clara,B-E
,Ng,I-E
,?,O
Sentence: 3015,What,O
,is,O
,the,O
,affiliation,B-E
,of,O
,Vanderbilt,O
,University,O
,Medical,O
,Center,O
,?,O
Sentence: 3016,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,scientists,B-E
,whose,O
,known,B-E
,for's,I-E
,battle,B-E
,is,O
,Occupation,B-E
,of,I-E
,Japan,I-E
,?,O
Sentence: 3017,Is,O
,Santa,B-E
,Clara,I-E
,University,I-E
,the,O
,manager,B-E
,club,I-E
,of,O
,Steve,B-E
,Sampson,I-E
,?,O
Sentence: 3018,What,O
,is,O
,the,O
,municipality,B-E
,of,O
,the,O
,building,B-E
,whose,O
,owning,B-E
,organisation,I-E
,is,O
,New,B-E
,York,I-E
,City,I-E
,Housing,I-E
,Authority,I-E
,?,O
Sentence: 3019,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,location's,B-E
,capital,B-E
,city,I-E
,is,O
,Boston,B-E
,?,O
Sentence: 3020,What,O
,is,O
,the,O
,military,B-E
,conflict,I-E
,whose,O
,commander,B-E
,is,O
,Colin,B-E
,Powell,I-E
,and,O
,place,B-E
,of,I-E
,military,I-E
,conflict,I-E
,is,O
,Israel,B-E
,?,O
Sentence: 3021,What,O
,is,O
,the,O
,official,B-E
,residence,I-E
,of,O
,the,O
,senators,B-E
,whose,O
,rank,B-E
,is,O
,Judge,B-E
,Advocate,I-E
,General's,I-E
,Corps,I-E
,?,O
Sentence: 3022,What,O
,universities's,B-E
,athletics,B-E
,is,O
,NCAA,B-E
,Division,I-E
,I,I-E
,Football,I-E
,Bowl,I-E
,Subdivision,I-E
Sentence: 3023,What,O
,is,O
,the,O
,builder,B-E
,of,O
,the,O
,stadium,B-E
,which,O
,is,O
,the,O
,Stadium,B-E
,of,O
,Costa,B-E
,Rica,I-E
,women's,I-E
,national,I-E
,football,I-E
,team,I-E
,?,O
Sentence: 3024,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,television,B-E
,shows,I-E
,whose,O
,company's,B-E
,predecessor,B-E
,is,O
,Desilu,B-E
,Productions,I-E
,?,O
Sentence: 3025,What,O
,is,O
,the,O
,official,B-E
,residence,I-E
,of,O
,Cheryl,O
,Tiegs,O
,?,O
Sentence: 3026,What,O
,basketball,B-E
,team's,I-E
,coach,B-E
,is,O
,Kurt,B-E
,Rambis,I-E
Sentence: 3027,What,O
,is,O
,the,O
,successor,B-E
,of,O
,Quest,O
,Software,O
,?,O
Sentence: 3028,What,O
,is,O
,the,O
,destination,B-E
,of,O
,the,O
,airlines,B-E
,whose,O
,destinations,B-E
,is,O
,Mediterranean,B-E
,Sea,I-E
,?,O
Sentence: 3029,What,O
,is,O
,the,O
,assembly,B-E
,of,O
,Caterpillar,O
,797,O
,?,O
Sentence: 3030,What,O
,is,O
,the,O
